Filename,,,,,,,Peak rating value position,,,,,,Mu,Sigma,FminsearchFVAL,ExitFlag,Iterations,,uglified,uglified_orig,auto-uglified,auto-uglified_orig,beautified,beautified_orig,unmodified
4806.jpg,25,24,25,13,13,,-1,,,,,,"2,204747","1,642678","0,25696",1,28,,0,0,0,0,0,0,1
4807.jpg,4,4,12,33,47,,0,0,0,0,1,,"4,886897","1,127369","0,177427",1,36,,0,0,0,1,0,0,1
4808.jpg,19,24,27,20,10,,0,0,1,0,0,,"2,619345","1,610886","0,195565",1,34,,0,0,0,0,0,0,1
481.jpg,15,16,28,24,17,,0,0,1,0,0,,"3,279094","1,524684","0,231718",1,29,,0,1,0,0,0,0,1
481_uglifier.jpg,26,11,24,15,24,,1,0,0,0,0,,"3,073556","1,721875","0,390733",1,30,,1,0,0,0,0,0,0
4810.jpg,12,22,28,23,15,,0,0,1,0,0,,"3,109782","1,569934","0,178671",1,29,,0,0,0,0,0,0,1
4811.jpg,19,23,37,12,9,,0,0,1,0,0,,"2,612156","1,132961","0,246161",1,28,,0,0,0,0,0,0,1
4812.jpg,6,3,10,33,48,,0,0,0,0,1,,"4,811354","0,991053","0,189608",1,36,,0,0,0,1,0,0,1
4813.jpg,22,22,28,16,12,,0,0,1,0,0,,"2,5077","1,57523","0,240938",1,31,,0,0,0,0,0,0,1
4814.jpg,21,29,21,14,15,,0,1,0,0,0,,"2,313585","1,570946","0,264374",1,26,,0,0,0,0,0,0,1
4815.jpg,7,4,17,30,42,,0,0,0,0,1,,"4,813588","1,29369","0,221312",1,40,,0,0,0,1,0,0,1
4816.jpg,5,5,9,33,48,,0,0,0,0,1,,"4,809404","0,9806","0,191441",1,38,,0,0,0,1,0,0,1
4817.jpg,9,7,22,28,34,,0,0,0,0,1,,"4,444038","1,448649","0,24295",1,33,,0,0,0,1,0,0,1
4818.jpg,12,13,26,20,29,,0,0,0,0,1,,"3,908379","1,632325","0,293434",1,36,,0,0,0,1,0,0,1
4819.jpg,8,15,22,22,33,,0,0,0,0,1,,"4,329492","1,710168","0,279956",1,37,,0,0,0,0,0,0,1
482.jpg,16,27,25,19,13,,0,1,0,0,0,,"2,692565","1,577136","0,208271",1,30,,0,1,0,0,0,0,1
482_uglifier.jpg,30,20,22,12,16,,1,0,0,0,0,,"1,980014","1,714763","0,324346",1,33,,1,0,0,0,0,0,0
4820.jpg,34,25,18,15,8,,1,0,0,0,0,,"1,451723","1,72606","0,27169",1,30,,0,0,0,0,0,0,1
4821.jpg,18,15,30,18,19,,0,0,1,0,0,,"3,122304","1,516708","0,287745",1,27,,0,0,0,0,0,0,1
4822.jpg,6,5,13,30,46,,0,0,0,0,1,,"4,972822","1,231522","0,21291",1,39,,0,0,0,1,0,0,1
4823.jpg,9,16,27,26,22,,0,0,1,0,0,,"3,65992","1,580916","0,198641",1,30,,0,0,0,0,0,0,1
4824.jpg,17,12,38,14,19,,0,0,1,0,0,,"3,089935","1,207526","0,335535",1,28,,0,0,0,1,0,0,1
4825.jpg,3,5,8,35,49,,0,0,0,0,1,,"4,75566","0,901824","0,169367",1,31,,0,0,0,1,0,0,1
4826.jpg,17,15,31,18,19,,0,0,1,0,0,,"3,145975","1,469367","0,283851",1,29,,0,0,0,0,0,0,1
4827.jpg,35,25,21,12,7,,1,0,0,0,0,,"1,403368","1,681661","0,253156",1,30,,0,0,0,0,0,0,1
4829.jpg,6,3,18,33,40,,0,0,0,0,1,,"4,631843","1,199573","0,197761",1,35,,0,0,0,1,0,0,1
483.jpg,19,28,25,11,17,,0,1,0,0,0,,"2,433771","1,43316","0,276704",1,28,,0,1,0,0,0,0,1
483_uglifier.jpg,33,22,15,13,17,,1,0,0,0,0,,"1,616195","1,700762","0,350544",1,35,,1,0,0,0,0,0,0
4830.jpg,27,18,26,16,13,,1,0,0,0,0,,"2,359773","1,668618","0,29868",1,31,,0,0,0,0,0,0,1
4831.jpg,35,24,21,10,10,,1,0,0,0,0,,"1,451638","1,62515","0,27581",1,36,,0,0,0,0,0,0,1
4832.jpg,36,21,23,14,6,,1,0,0,0,0,,"1,521595","1,636644","0,292616",1,32,,0,0,0,0,0,0,1
4833.jpg,19,24,19,24,14,,-1,,,,,,"2,7991","1,721777","0,26776",1,33,,0,0,0,0,0,0,1
4835.jpg,14,21,23,24,18,,0,0,0,1,0,,"3,252976","1,819785","0,223479",1,32,,0,0,0,1,0,0,1
4836.jpg,11,13,22,24,30,,0,0,0,0,1,,"4,201184","1,727435","0,265039",1,36,,0,0,0,1,0,0,1
4837.jpg,16,28,22,19,15,,0,1,0,0,0,,"2,701682","1,598467","0,244212",1,32,,0,0,0,0,0,0,1
4838.jpg,26,32,21,10,11,,0,1,0,0,0,,"1,952272","1,362202","0,236619",1,29,,0,0,0,0,0,0,1
4839.jpg,35,25,23,10,7,,1,0,0,0,0,,"1,484221","1,58966","0,252075",1,36,,0,0,0,0,0,0,1
484.jpg,29,37,21,7,6,,0,1,0,0,0,,"1,839258","1,120552","0,181098",1,28,,0,1,0,0,0,0,1
484_uglifier.jpg,27,25,20,16,12,,1,0,0,0,0,,"1,98984","1,813106","0,262638",1,34,,1,0,0,0,0,0,0
4840.jpg,37,25,24,6,8,,1,0,0,0,0,,"1,455158","1,443061","0,26802",1,32,,0,0,0,0,0,0,1
4841.jpg,36,25,24,9,6,,1,0,0,0,0,,"1,475936","1,528794","0,253168",1,32,,0,0,0,0,0,0,1
4842.jpg,17,20,25,19,19,,0,0,1,0,0,,"3,048854","1,762443","0,255052",1,33,,0,0,0,0,0,0,1
4843.jpg,29,26,24,13,8,,1,0,0,0,0,,"1,8383","1,667232","0,22764",1,31,,0,0,0,0,0,0,1
4844.jpg,33,29,19,11,8,,1,0,0,0,0,,"1,474639","1,615604","0,23112",1,33,,0,0,0,0,0,0,1
4845.jpg,36,27,21,7,9,,1,0,0,0,0,,"1,420068","1,47923","0,251837",1,32,,0,0,0,0,0,0,1
4846.jpg,28,25,24,13,10,,1,0,0,0,0,,"1,938487","1,676409","0,242319",1,33,,0,0,0,0,0,0,1
4847.jpg,35,21,19,13,12,,1,0,0,0,0,,"1,488803","1,712808","0,314662",1,32,,0,0,0,0,0,0,1
4848.jpg,31,32,16,10,11,,0,1,0,0,0,,"1,662499","1,346785","0,259069",1,38,,0,0,0,0,0,0,1
4849.jpg,22,22,27,13,16,,0,0,1,0,0,,"2,504166","1,586329","0,276573",1,28,,0,0,0,0,0,0,1
485.jpg,11,11,28,27,23,,0,0,1,0,0,,"3,738705","1,401227","0,23128",1,31,,0,1,0,0,0,0,1
485_uglifier.jpg,56,17,10,7,10,,1,0,0,0,0,,"0,820217","0,925556","0,30831",1,43,,1,0,0,0,0,0,0
4850.jpg,27,29,20,16,8,,0,1,0,0,0,,"1,896655","1,670991","0,22812",1,33,,0,0,0,0,0,0,1
4851.jpg,18,32,20,18,12,,0,1,0,0,0,,"2,422925","1,45557","0,25402",1,27,,0,0,0,0,0,0,1
4852.jpg,31,28,20,15,6,,1,0,0,0,0,,"1,617353","1,7043","0,228859",1,31,,0,0,0,0,0,0,1
4853.jpg,9,9,22,31,29,,0,0,0,1,0,,"4,189903","1,406838","0,219147",1,36,,0,0,0,0,0,0,1
4854.jpg,24,28,22,16,10,,0,1,0,0,0,,"2,109622","1,722412","0,219976",1,37,,0,0,0,0,0,0,1
4855.jpg,27,25,28,13,7,,0,0,1,0,0,,"2,106407","1,483087","0,229575",1,27,,0,0,0,0,0,0,1
4856.jpg,37,26,20,10,7,,1,0,0,0,0,,"1,256043","1,627414","0,247742",1,36,,0,0,0,0,0,0,1
4857.jpg,38,29,18,11,4,,1,0,0,0,0,,"1,133121","1,623618","0,219458",1,33,,0,0,0,0,0,0,1
4858.jpg,46,24,19,5,6,,1,0,0,0,0,,"0,889841","1,408332","0,264996",1,36,,0,0,0,0,0,0,1
4859.jpg,33,30,22,10,5,,1,0,0,0,0,,"1,493201","1,594325","0,194946",1,37,,0,0,0,0,0,0,1
486.jpg,13,22,27,23,15,,0,0,1,0,0,,"3,090118","1,677302","0,181719",1,38,,0,1,0,0,0,0,1
486_uglifier.jpg,13,22,27,20,18,,0,0,1,0,0,,"3,103801","1,610669","0,222838",1,32,,1,0,0,0,0,0,0
4860.jpg,27,30,28,8,7,,0,1,0,0,0,,"2,026344","1,280397","0,209905",1,29,,0,0,0,0,0,0,1
4861.jpg,26,35,18,13,8,,0,1,0,0,0,,"1,924132","1,289686","0,233045",1,30,,0,0,0,0,0,0,1
4862.jpg,12,7,15,25,41,,0,0,0,0,1,,"4,869334","1,374781","0,294857",1,38,,0,0,0,1,0,0,1
4863.jpg,14,14,24,27,21,,0,0,0,1,0,,"3,630097","1,596061","0,243155",1,31,,0,0,0,1,0,0,1
4864.jpg,22,34,27,9,8,,0,1,0,0,0,,"2,170812","1,161596","0,190902",1,28,,0,0,0,0,0,0,1
4865.jpg,32,28,23,11,6,,1,0,0,0,0,,"1,596557","1,617299","0,213263",1,31,,0,0,0,0,0,0,1
4866.jpg,27,31,26,10,6,,0,1,0,0,0,,"1,971521","1,367361","0,185572",1,28,,0,0,0,0,0,0,1
4867.jpg,23,33,23,14,7,,0,1,0,0,0,,"2,121993","1,374677","0,194002",1,27,,0,0,0,0,0,0,1
4868.jpg,28,24,29,12,7,,0,0,1,0,0,,"2,09391","1,445105","0,246316",1,31,,0,0,0,0,0,0,1
4869.jpg,24,29,29,9,9,,-1,,,,,,"2,183463","1,279218","0,21975",1,27,,0,0,0,0,0,0,1
487.jpg,12,21,35,20,12,,0,0,1,0,0,,"2,978269","1,203038","0,196782",1,22,,0,0,0,0,0,0,1
4870.jpg,28,37,21,5,9,,0,1,0,0,0,,"1,873079","1,048873","0,209604",1,32,,0,0,0,0,0,0,1
4871.jpg,30,23,27,10,10,,1,0,0,0,0,,"1,941064","1,513224","0,272697",1,31,,0,0,0,0,0,0,1
4872.jpg,30,30,25,11,4,,-1,,,,,,"1,791705","1,473221","0,186724",1,34,,0,0,0,0,0,0,1
4873.jpg,5,7,24,34,30,,0,0,0,1,0,,"4,181711","1,245284","0,175433",1,32,,0,0,0,1,0,0,1
4874.jpg,25,33,26,9,7,,0,1,0,0,0,,"2,054073","1,246507","0,186333",1,28,,0,0,0,0,0,0,1
4875.jpg,32,32,25,4,7,,-1,,,,,,"1,769222","1,208447","0,215623",1,27,,0,0,0,0,0,0,1
4876.jpg,30,32,24,7,7,,0,1,0,0,0,,"1,812073","1,297633","0,201302",1,31,,0,0,0,0,0,0,1
4877.jpg,33,26,22,10,9,,1,0,0,0,0,,"1,565618","1,609929","0,249564",1,33,,0,0,0,0,0,0,1
4878.jpg,33,29,25,6,7,,1,0,0,0,0,,"1,694075","1,348693","0,228377",1,30,,0,0,0,0,0,0,1
4879.jpg,25,25,31,11,8,,0,0,1,0,0,,"2,254232","1,33842","0,238806",1,28,,0,0,0,0,0,0,1
488.jpg,14,14,35,23,14,,0,0,1,0,0,,"3,206783","1,194681","0,24088",1,25,,0,1,0,0,0,0,1
488_uglifier.jpg,32,19,25,14,10,,1,0,0,0,0,,"1,903414","1,652456","0,305275",1,30,,1,0,0,0,0,0,0
4880.jpg,20,35,33,5,7,,0,1,0,0,0,,"2,271574","0,972151","0,195992",1,32,,0,0,0,0,0,0,1
4881.jpg,30,27,28,5,10,,1,0,0,0,0,,"1,91302","1,29374","0,264635",1,30,,0,0,0,0,0,0,1
4882.jpg,35,25,22,10,8,,1,0,0,0,0,,"1,451718","1,612928","0,256177",1,31,,0,0,0,0,0,0,1
4883.jpg,20,30,29,13,8,,0,1,0,0,0,,"2,353185","1,302909","0,182113",1,26,,0,0,0,0,0,0,1
4884.jpg,21,25,34,11,9,,0,0,1,0,0,,"2,459043","1,213744","0,237206",1,25,,0,0,0,0,0,0,1
4885.jpg,20,31,31,10,8,,-1,,,,,,"2,333791","1,162886","0,19424",1,30,,0,0,0,0,0,0,1
4886.jpg,25,26,30,11,8,,0,0,1,0,0,,"2,216453","1,356644","0,228824",1,31,,0,0,0,0,0,0,1
4887.jpg,28,26,27,11,8,,1,0,0,0,0,,"1,998164","1,482353","0,231524",1,30,,0,0,0,0,0,0,1
4888.jpg,29,29,24,8,10,,-1,,,,,,"1,858284","1,404164","0,235862",1,31,,0,0,0,0,0,0,1
4889.jpg,26,29,27,9,9,,0,1,0,0,0,,"2,060765","1,350023","0,220909",1,30,,0,0,0,0,0,0,1
489.jpg,20,25,30,15,10,,0,0,1,0,0,,"2,504308","1,410434","0,210572",1,29,,0,1,0,0,0,0,1
489_uglifier.jpg,32,24,23,12,9,,1,0,0,0,0,,"1,679471","1,667133","0,25993",1,30,,1,0,0,0,0,0,0
4890.jpg,5,0,23,30,42,,0,0,0,0,1,,"4,647992","1,201374","0,237688",1,32,,0,0,0,1,0,0,1
4891.jpg,8,11,26,28,27,,0,0,0,1,0,,"4,005545","1,478924","0,213015",1,35,,0,0,0,0,0,0,1
4892.jpg,23,24,30,14,9,,0,0,1,0,0,,"2,381212","1,423874","0,228845",1,27,,0,0,0,0,0,0,1
4893.jpg,8,6,19,43,24,,0,0,0,1,0,,"4,051615","0,858758","0,19992",1,31,,0,0,0,1,0,0,1
4894.jpg,23,28,24,16,9,,0,1,0,0,0,,"2,164451","1,714883","0,197573",1,33,,0,0,0,0,0,0,1
4895.jpg,20,31,28,11,10,,0,1,0,0,0,,"2,311546","1,255828","0,206412",1,29,,0,0,0,0,0,0,1
4896.jpg,30,29,22,13,6,,1,0,0,0,0,,"1,593225","1,762389","0,201205",1,34,,0,0,0,0,0,0,1
4897.jpg,22,27,23,17,11,,0,1,0,0,0,,"2,281765","1,753788","0,216602",1,35,,0,0,0,0,0,0,1
4898.jpg,18,23,30,18,11,,0,0,1,0,0,,"2,695804","1,452366","0,206496",1,30,,0,0,0,0,0,0,1
4899.jpg,20,24,25,16,15,,0,0,1,0,0,,"2,566118","1,694067","0,242783",1,34,,0,0,0,0,0,0,1
49.jpg,4,6,20,34,36,,0,0,0,0,1,,"4,510147","1,300555","0,172009",1,32,,0,1,0,0,0,0,1
49_uglifier.jpg,43,19,12,11,15,,1,0,0,0,0,,"0,969503","1,372352","0,368006",1,39,,1,0,0,0,0,0,0
490.jpg,20,18,37,13,12,,0,0,1,0,0,,"2,735288","1,203674","0,28893",1,25,,0,1,0,0,0,0,1
490_uglifier.jpg,36,23,15,11,15,,1,0,0,0,0,,"1,355325","1,585297","0,33341",1,34,,1,0,0,0,0,0,0
4900.jpg,6,7,22,36,29,,0,0,0,1,0,,"4,155482","1,162647","0,180055",1,29,,0,0,0,1,0,0,1
4902.jpg,18,20,30,17,15,,0,0,1,0,0,,"2,830978","1,494435","0,247236",1,29,,0,0,0,0,0,0,1
4904.jpg,14,15,36,21,14,,0,0,1,0,0,,"3,136546","1,185069","0,245139",1,29,,0,0,0,0,0,0,1
4905.jpg,13,23,28,23,13,,0,0,1,0,0,,"3,000021","1,582528","0,166057",1,32,,0,0,0,0,0,0,1
4906.jpg,38,23,23,11,5,,1,0,0,0,0,,"1,345005","1,580033","0,27306",1,32,,0,0,0,0,0,0,1
4907.jpg,3,4,12,23,58,,0,0,0,0,1,,"5,43779","1,150463","0,225536",1,42,,0,0,0,1,0,0,1
4908.jpg,21,27,27,16,9,,-1,,,,,,"2,364644","1,560034","0,188462",1,30,,0,0,0,0,0,0,1
4909.jpg,28,34,19,10,9,,0,1,0,0,0,,"1,837442","1,286895","0,225523",1,32,,0,0,0,0,0,0,1
491_uglifier.jpg,39,23,13,10,15,,1,0,0,0,0,,"1,184494","1,442133","0,339456",1,37,,1,0,0,0,0,0,0
4910.jpg,9,22,23,23,23,,-1,,,,,,"3,529888","1,664087","0,246326",1,31,,0,0,0,1,0,0,1
4911.jpg,23,25,27,16,9,,0,0,1,0,0,,"2,318312","1,589449","0,210619",1,33,,0,0,0,0,0,0,1
4912.jpg,5,6,13,34,42,,0,0,0,0,1,,"4,707035","1,138267","0,194072",1,34,,0,0,0,1,0,0,1
4913.jpg,4,5,13,24,54,,0,0,0,0,1,,"5,391772","1,245623","0,235079",1,41,,0,0,0,1,0,0,1
4914.jpg,9,11,30,30,20,,-1,,,,,,"3,650978","1,231646","0,200153",1,27,,0,0,0,1,0,0,1
4915.jpg,7,12,18,34,29,,0,0,0,1,0,,"4,218878","1,342541","0,220587",1,34,,0,0,0,1,0,0,1
4916.jpg,9,8,14,22,47,,0,0,0,0,1,,"5,19045","1,348684","0,295366",1,40,,0,0,0,1,0,0,1
4918.jpg,3,5,15,32,45,,0,0,0,0,1,,"5,022681","1,348087","0,177871",1,41,,0,0,0,1,0,0,1
4919.jpg,4,5,10,30,51,,0,0,0,0,1,,"5,060893","1,117216","0,1936",1,37,,0,0,0,1,0,0,1
492.jpg,13,25,28,18,16,,0,0,1,0,0,,"2,897689","1,471179","0,221655",1,31,,0,1,0,0,0,0,1
492_uglifier.jpg,59,22,8,4,7,,1,0,0,0,0,,"0,850451","0,896149","0,234262",1,43,,1,0,0,0,0,0,0
4920.jpg,3,4,10,31,52,,0,0,0,0,1,,"5,074308","1,110338","0,174526",1,45,,0,0,0,1,0,0,1
4921.jpg,16,18,30,18,18,,0,0,1,0,0,,"3,059756","1,506767","0,258301",1,28,,0,0,0,1,0,0,1
4922.jpg,9,13,30,24,24,,0,0,1,0,0,,"3,676354","1,417429","0,236278",1,31,,0,0,0,0,0,0,1
4923.jpg,9,16,28,21,26,,0,0,1,0,0,,"3,69272","1,555471","0,258961",1,29,,0,0,0,1,0,0,1
4926.jpg,14,15,30,22,19,,0,0,1,0,0,,"3,328941","1,463852","0,245589",1,29,,0,0,0,1,0,0,1
4927.jpg,4,5,11,29,51,,0,0,0,0,1,,"5,155134","1,191892","0,199546",1,42,,0,0,0,1,0,0,1
4928.jpg,4,3,8,40,45,,0,0,0,0,1,,"4,565112","0,786998","0,152634",1,30,,0,0,0,1,0,0,1
4929.jpg,18,18,28,19,17,,0,0,1,0,0,,"2,995786","1,60795","0,256512",1,32,,0,0,0,0,0,0,1
493.jpg,16,18,24,27,15,,0,0,0,1,0,,"3,226082","1,577523","0,238656",1,28,,0,0,0,0,0,0,1
4930.jpg,7,10,26,24,33,,0,0,0,0,1,,"4,278258","1,518306","0,260032",1,35,,0,0,0,1,0,0,1
4931.jpg,15,12,22,28,23,,0,0,0,1,0,,"3,795502","1,557871","0,267216",1,30,,0,0,0,1,0,0,1
4932.jpg,14,14,27,27,18,,-1,,,,,,"3,463779","1,459292","0,232795",1,28,,0,0,0,1,0,0,1
4933.jpg,5,11,22,34,28,,0,0,0,1,0,,"4,142984","1,350876","0,177786",1,33,,0,0,0,1,0,0,1
4934.jpg,15,17,27,18,23,,0,0,1,0,0,,"3,337106","1,648763","0,282711",1,28,,0,0,0,0,0,0,1
4935.jpg,16,18,20,20,26,,0,0,0,0,1,,"3,605934","1,84914","0,305686",1,36,,0,0,0,0,0,0,1
4936.jpg,5,10,13,36,36,,-1,,,,,,"4,467672","1,104721","0,219151",1,35,,0,0,0,1,0,0,1
4937.jpg,8,6,31,30,25,,0,0,1,0,0,,"3,847935","1,15805","0,228267",1,26,,0,0,0,1,0,0,1
4938.jpg,6,9,23,30,32,,0,0,0,0,1,,"4,362951","1,487629","0,201428",1,33,,0,0,0,1,0,0,1
4939.jpg,9,13,20,25,33,,0,0,0,0,1,,"4,48466","1,731755","0,260704",1,38,,0,0,0,1,0,0,1
494.jpg,22,23,27,16,12,,0,0,1,0,0,,"2,46065","1,62197","0,233701",1,31,,0,1,0,0,0,0,1
494_uglifier.jpg,27,23,27,8,15,,-1,,,,,,"2,118885","1,468547","0,301295",1,29,,1,0,0,0,0,0,0
4940.jpg,4,2,9,38,47,,0,0,0,0,1,,"4,646806","0,854018","0,150417",1,29,,0,0,0,1,0,0,1
4941.jpg,11,4,13,24,48,,0,0,0,0,1,,"5,061185","1,179291","0,2831",1,37,,0,0,0,1,0,0,1
4942.jpg,11,20,24,22,23,,0,0,1,0,0,,"3,528092","1,742562","0,242891",1,32,,0,0,0,1,0,0,1
4943.jpg,5,5,18,34,38,,0,0,0,0,1,,"4,578412","1,2407","0,182929",1,36,,0,0,0,1,0,0,1
4944.jpg,6,7,22,33,32,,0,0,0,1,0,,"4,312433","1,309171","0,189879",1,34,,0,0,0,1,0,0,1
4945.jpg,2,6,12,33,47,,0,0,0,0,1,,"4,940608","1,184667","0,176658",1,36,,0,0,0,1,0,0,1
4946.jpg,8,4,14,31,43,,0,0,0,0,1,,"4,785945","1,174697","0,2237",1,35,,0,0,0,1,0,0,1
4947.jpg,5,2,11,37,45,,0,0,0,0,1,,"4,643254","0,927533","0,165595",1,30,,0,0,0,1,0,0,1
4948.jpg,7,6,14,32,41,,0,0,0,0,1,,"4,733463","1,216592","0,216774",1,45,,0,0,0,1,0,0,1
4949.jpg,5,1,13,27,54,,0,0,0,0,1,,"5,223475","1,154672","0,210707",1,40,,0,0,0,1,0,0,1
495.jpg,26,22,25,17,10,,1,0,0,0,0,,"2,232492","1,697568","0,252176",1,31,,0,1,0,0,0,0,1
495_uglifier.jpg,46,28,10,5,11,,1,0,0,0,0,,"1,137523","1,054428","0,264671",1,39,,1,0,0,0,0,0,0
4950.jpg,7,5,15,32,41,,0,0,0,0,1,,"4,726841","1,221041","0,212446",1,43,,0,0,0,1,0,0,1
4951.jpg,4,5,8,27,56,,0,0,0,0,1,,"5,142597","1,010981","0,199669",1,38,,0,0,0,1,0,0,1
4952.jpg,8,4,6,24,58,,0,0,0,0,1,,"4,996418","0,80269","0,227271",1,47,,0,0,0,1,0,0,1
4953.jpg,3,4,12,34,47,,0,0,0,0,1,,"4,864646","1,115037","0,165022",1,35,,0,0,0,1,0,0,1
4954.jpg,5,5,5,21,64,,0,0,0,0,1,,"4,813569","0,500001","0,20274",1,76,,0,0,0,1,0,0,1
4955.jpg,5,1,15,31,48,,0,0,0,0,1,,"4,948987","1,166611","0,196366",1,39,,0,0,0,1,0,0,1
4956.jpg,8,4,18,29,41,,0,0,0,0,1,,"4,774863","1,314095","0,236098",1,36,,0,0,0,1,0,0,1
4957.jpg,5,6,15,38,36,,0,0,0,1,0,,"4,415013","1,027118","0,182203",1,31,,0,0,0,1,0,0,1
4958.jpg,12,6,27,27,28,,0,0,0,0,1,,"4,013165","1,326359","0,268677",1,30,,0,0,0,1,0,0,1
4959.jpg,5,8,25,26,36,,0,0,0,0,1,,"4,478438","1,461949","0,245252",1,32,,0,0,0,1,0,0,1
496.jpg,3,4,16,34,43,,0,0,0,0,1,,"4,805943","1,246748","0,164534",1,38,,0,1,0,0,0,0,1
496_uglifier.jpg,43,24,17,7,9,,1,0,0,0,0,,"0,986624","1,448595","0,279302",1,33,,1,0,0,0,0,0,0
4960.jpg,5,7,18,36,34,,0,0,0,1,0,,"4,385457","1,179977","0,181586",1,32,,0,0,0,1,0,0,1
4961.jpg,16,10,22,26,26,,-1,,,,,,"3,939187","1,567575","0,290636",1,31,,0,0,0,1,0,0,1
4962.jpg,6,15,16,30,33,,0,0,0,0,1,,"4,478721","1,550919","0,249997",1,35,,0,0,0,1,0,0,1
4963.jpg,22,29,19,22,8,,0,1,0,0,0,,"2,336342","1,550865","0,25736",1,32,,0,0,0,0,0,0,1
4964.jpg,4,6,19,34,37,,0,0,0,0,1,,"4,567889","1,303807","0,173056",1,34,,0,0,0,1,0,0,1
4965.jpg,2,6,7,30,55,,0,0,0,0,1,,"4,992726","0,938615","0,182625",1,41,,0,0,0,1,0,0,1
4966.jpg,12,6,19,39,24,,0,0,0,1,0,,"4,04588","0,945245","0,243788",1,32,,0,0,0,1,0,0,1
4967.jpg,9,13,38,23,17,,0,0,1,0,0,,"3,312567","1,087744","0,23563",1,27,,0,0,0,1,0,0,1
4968.jpg,6,1,16,33,44,,0,0,0,0,1,,"4,73894","1,120454","0,196877",1,35,,0,0,0,1,0,0,1
4969.jpg,11,18,32,18,21,,0,0,1,0,0,,"3,251284","1,394756","0,261957",1,28,,0,0,0,1,0,0,1
497.jpg,39,37,10,6,8,,1,0,0,0,0,,"1,497439","0,901662","0,218527",1,35,,0,1,0,0,0,0,1
497_uglifier.jpg,50,28,12,3,7,,1,0,0,0,0,,"0,936362","1,14421","0,22242",1,37,,1,0,0,0,0,0,0
4971.jpg,8,13,32,26,21,,0,0,1,0,0,,"3,566839","1,284666","0,212116",1,28,,0,0,0,1,0,0,1
4972.jpg,6,1,7,28,58,,0,0,0,0,1,,"5,023638","0,879584","0,185217",1,34,,0,0,0,1,0,0,1
4973.jpg,5,2,15,28,50,,0,0,0,0,1,,"5,143648","1,24182","0,214481",1,38,,0,0,0,1,0,0,1
4974.jpg,8,4,26,30,32,,0,0,0,0,1,,"4,218592","1,244039","0,236312",1,34,,0,0,0,1,0,0,1
4975.jpg,7,12,22,30,29,,0,0,0,1,0,,"4,267144","1,620102","0,200808",1,34,,0,0,0,1,0,0,1
4976.jpg,8,11,22,26,33,,0,0,0,0,1,,"4,457105","1,652698","0,242709",1,36,,0,0,0,1,0,0,1
4977.jpg,10,15,24,25,26,,0,0,0,0,1,,"3,935998","1,741868","0,231313",1,43,,0,0,0,1,0,0,1
4978.jpg,8,10,26,31,25,,0,0,0,1,0,,"3,931299","1,339218","0,198256",1,35,,0,0,0,1,0,0,1
4979.jpg,34,33,12,13,8,,1,0,0,0,0,,"1,525601","1,270055","0,267798",1,33,,0,0,0,0,0,0,1
498.jpg,9,9,18,33,31,,0,0,0,1,0,,"4,312448","1,314308","0,228923",1,35,,0,1,0,0,0,0,1
498_uglifier.jpg,42,23,17,14,4,,1,0,0,0,0,,"0,994711","1,580294","0,290152",1,39,,1,0,0,0,0,0,0
4980.jpg,9,16,22,27,26,,0,0,0,1,0,,"4,040301","1,806409","0,221451",1,33,,0,0,0,1,0,0,1
4981.jpg,15,25,23,19,18,,0,1,0,0,0,,"2,926029","1,693121","0,248669",1,30,,0,0,0,0,0,0,1
4982.jpg,8,13,31,26,22,,0,0,1,0,0,,"3,619997","1,32957","0,213106",1,27,,0,0,0,1,0,0,1
4983.jpg,5,8,24,34,29,,0,0,0,1,0,,"4,147088","1,267663","0,171697",1,32,,0,0,0,1,0,0,1
4984.jpg,8,14,18,33,27,,0,0,0,1,0,,"4,119698","1,420238","0,234808",1,30,,0,0,0,1,0,0,1
4985.jpg,8,12,31,25,24,,0,0,1,0,0,,"3,692931","1,345456","0,231492",1,27,,0,0,0,1,0,0,1
4986.jpg,9,13,21,30,27,,0,0,0,1,0,,"4,118677","1,589003","0,220074",1,31,,0,0,0,1,0,0,1
4987.jpg,12,3,17,27,41,,0,0,0,0,1,,"4,750646","1,25096","0,280041",1,35,,0,0,0,1,0,0,1
4988.jpg,6,12,22,31,29,,0,0,0,1,0,,"4,263809","1,579876","0,189865",1,33,,0,0,0,1,0,0,1
4989.jpg,6,10,25,32,27,,0,0,0,1,0,,"4,053524","1,362085","0,180122",1,33,,0,0,0,1,0,0,1
499.jpg,6,8,16,40,30,,0,0,0,1,0,,"4,22066","0,968045","0,200187",1,27,,0,1,0,0,0,0,1
499_uglifier.jpg,50,19,12,6,13,,1,0,0,0,0,,"0,838835","1,12462","0,329761",1,39,,1,0,0,0,0,0,0
4990.jpg,8,8,27,29,28,,0,0,0,1,0,,"4,032292","1,336945","0,222",1,30,,0,0,0,1,0,0,1
4991.jpg,7,13,25,30,25,,0,0,0,1,0,,"3,960418","1,522732","0,183388",1,33,,0,0,0,1,0,0,1
4992.jpg,9,6,30,30,25,,-1,,,,,,"3,865163","1,176691","0,231969",1,28,,0,0,0,1,0,0,1
4993.jpg,9,15,23,28,25,,0,0,0,1,0,,"3,984754","1,739094","0,208476",1,33,,0,0,0,1,0,0,1
4994.jpg,2,4,24,33,37,,0,0,0,0,1,,"4,438285","1,225234","0,190329",1,31,,0,0,0,1,0,0,1
